model_id,family,description,term,estimate,std_error_hc3,statistic,p_value,conf_low_95,conf_high_95
H1_M4,H1,Price sensitivity: main H1 plus current price,genre_Simulation,0.843284045094124,0.0409008188760002,20.6177790144184,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000334988630692995,0.763119913158968,0.923448177029281
H1_M4,H1,Price sensitivity: main H1 plus current price,genre_Sports,-0.0563267415016708,0.0618759314893216,-0.910317471525928,0.362657855900572,-0.177601338730609,0.0649478557272673
H1_M4,H1,Price sensitivity: main H1 plus current price,genre_Racing,-0.32105644874782,0.0597544762893856,-5.37292716269444,0.0000000776849024103095,-0.438173070190069,-0.203939827305572
H1_M4,H1,Price sensitivity: main H1 plus current price,genre_RPG,0.702419091938437,0.0439806026938167,15.9711111016037,0.00000000000000000000000000000000000000000000000000000000249338139786789,0.616218694640191,0.788619489236683
H1_M4,H1,Price sensitivity: main H1 plus current price,genre_Strategy,0.0308688166541328,0.0301674959684577,1.0232475604342,0.306193911943504,-0.0282583889478015,0.0899960222560671
H1_M4,H1,Price sensitivity: main H1 plus current price,genre_Other,-0.814785064670454,0.0785845422094778,-10.3682612605738,0.000000000000000000000000358731135613969,-0.968807937142598,-0.66076219219831
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2009,-0.706093065664737,0.201891734835479,-3.49738470591742,0.000470099090771397,-1.10179359471859,-0.310392536610889
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2010,-0.536794202150939,0.204322083373525,-2.62719620555951,0.00861081298604543,-0.937258126809239,-0.136330277492639
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2011,-0.0846500306824308,0.204579481263818,-0.413775761672156,0.679039448298154,-0.485618445935401,0.316318384570539
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2012,0.200566246398382,0.18421440109132,1.08876529310516,0.27626068751734,-0.160487345174221,0.561619837970985
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2013,0.236749957143365,0.173177322752547,1.36709560686335,0.1715991899792,-0.102671358390697,0.576171272677426
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2014,-1.31844128310422,0.147135803307795,-8.9607101294452,0.000000000000000000329334425879271,-1.60682215842386,-1.03006040778457
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2015,-2.20382523198374,0.14901968619292,-14.7888194391356,0.000000000000000000000000000000000000000000000000201134355633365,-2.49589844990933,-1.91175201405816
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2016,-2.76825479991754,0.147110654532959,-18.8175003959168,0.000000000000000000000000000000000000000000000000000000000000000000000000000000804813189415046,-3.05658638454425,-2.47992321529083
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2017,-3.83651129116621,0.146714791763805,-26.1494512246766,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000430675494678039,-4.12406699902256,-3.54895558330986
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2018,-4.55520816109782,0.14728015762794,-30.9288653302858,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084459044545628,-4.84387196568597,-4.26654435650968
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2019,-4.94467814030241,0.146876876783321,-33.6654635405749,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100354617966154,-5.23255152895945,-4.65680475164537
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2020,-4.85199763578932,0.145549137296497,-33.3358048416691,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000543866789705453,-5.13726870287133,-4.56672656870731
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2021,-5.16062967125329,0.145188783860161,-35.5442723194359,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000144517948042392,-5.44519445857837,-4.8760648839282
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2022,-5.26174984498397,0.141298501885938,-37.2385395085894,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000631120242943217,-5.53868981974987,-4.98480987021807
